Team,Median of Age,Mean of Age,Std of Age,Median of Born,Mean of Born,Std of Born,Median of MP,Mean of MP,Std of MP,Median of Starts_x,Mean of Starts_x,Std of Starts_x,Median of Min,Mean of Min,Std of Min,Median of 90s,Mean of 90s,Std of 90s,Median of Gls_x,Mean of Gls_x,Std of Gls_x,Median of Ast_x,Mean of Ast_x,Std of Ast_x,Median of G-PK,Mean of G-PK,Std of G-PK,Median of CrdY,Mean of CrdY,Std of CrdY,Median of CrdR,Mean of CrdR,Std of CrdR,Median of xG_x,Mean of xG_x,Std of xG_x,Median of npxG_x,Mean of npxG_x,Std of npxG_x,Median of xAG_x,Mean of xAG_x,Std of xAG_x,Median of PrgC_x,Mean of PrgC_x,Std of PrgC_x,Median of PrgP_x,Mean of PrgP_x,Std of PrgP_x,Median of PrgR_x,Mean of PrgR_x,Std of PrgR_x,Median of Gls_x.1,Mean of Gls_x.1,Std of Gls_x.1,Median of Ast_x.1,Mean of Ast_x.1,Std of Ast_x.1,Median of G-PK.1,Mean of G-PK.1,Std of G-PK.1,Median of G+A-PK,Mean of G+A-PK,Std of G+A-PK,Median of xG_x.1,Mean of xG_x.1,Std of xG_x.1,Median of xAG_x.1,Mean of xAG_x.1,Std of xAG_x.1,Median of xG+xAG,Mean of xG+xAG,Std of xG+xAG,Median of npxG_x.1,Mean of npxG_x.1,Std of npxG_x.1,Median of GA,Mean of GA,Std of GA,Median of GA90,Mean of GA90,Std of GA90,Median of SoTA,Mean of SoTA,Std of SoTA,Median of Saves,Mean of Saves,Std of Saves,Median of Save%,Mean of Save%,Std of Save%,Median of W,Mean of W,Std of W,Median of D,Mean of D,Std of D,Median of L,Mean of L,Std of L,Median of CS,Mean of CS,Std of CS,Median of CS%,Mean of CS%,Std of CS%,Median of PKatt_x,Mean of PKatt_x,Std of PKatt_x,Median of PKA,Mean of PKA,Std of PKA,Median of PKsv,Mean of PKsv,Std of PKsv,Median of PKm,Mean of PKm,Std of PKm,Median of Save%.1,Mean of Save%.1,Std of Save%.1,Median of Gls_y,Mean of Gls_y,Std of Gls_y,Median of Sh_x,Mean of Sh_x,Std of Sh_x,Median of SoT,Mean of SoT,Std of SoT,Median of SoT%,Mean of SoT%,Std of SoT%,Median of Sh/90,Mean of Sh/90,Std of Sh/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of G/SoT,Mean of G/SoT,Std of G/SoT,Median of Dist,Mean of Dist,Std of Dist,Median of FK_x,Mean of FK_x,Std of FK_x,Median of PK,Mean of PK,Std of PK,Median of PKatt_y,Mean of PKatt_y,Std of PKatt_y,Median of xG_y,Mean of xG_y,Std of xG_y,Median of npxG_y,Mean of npxG_y,Std of npxG_y,Median of npxG/Sh,Mean of npxG/Sh,Std of npxG/Sh,Median of G-xG,Mean of G-xG,Std of G-xG,Median of np:G-xG,Mean of np:G-xG,Std of np:G-xG,Median of Cmp_x,Mean of Cmp_x,Std of Cmp_x,Median of Att_x,Mean of Att_x,Std of Att_x,Median of Cmp%,Mean of Cmp%,Std of Cmp%,Median of TotDist_x,Mean of TotDist_x,Std of TotDist_x,Median of PrgDist_x,Mean of PrgDist_x,Std of PrgDist_x,Median of Cmp_x.1,Mean of Cmp_x.1,Std of Cmp_x.1,Median of Att_x.1,Mean of Att_x.1,Std of Att_x.1,Median of Cmp%.1,Mean of Cmp%.1,Std of Cmp%.1,Median of Cmp_x.2,Mean of Cmp_x.2,Std of Cmp_x.2,Median of Att_x.2,Mean of Att_x.2,Std of Att_x.2,Median of Cmp%.2,Mean of Cmp%.2,Std of Cmp%.2,Median of Cmp_x.3,Mean of Cmp_x.3,Std of Cmp_x.3,Median of Att_x.3,Mean of Att_x.3,Std of Att_x.3,Median of Cmp%.3,Mean of Cmp%.3,Std of Cmp%.3,Median of Ast_y,Mean of Ast_y,Std of Ast_y,Median of xAG_y,Mean of xAG_y,Std of xAG_y,Median of xA,Mean of xA,Std of xA,Median of A-xAG,Mean of A-xAG,Std of A-xAG,Median of KP,Mean of KP,Std of KP,Median of 1/3_x,Mean of 1/3_x,Std of 1/3_x,Median of PPA,Mean of PPA,Std of PPA,Median of CrsPA,Mean of CrsPA,Std of CrsPA,Median of PrgP_y,Mean of PrgP_y,Std of PrgP_y,Median of Live_x,Mean of Live_x,Std of Live_x,Median of Dead,Mean of Dead,Std of Dead,Median of FK_y,Mean of FK_y,Std of FK_y,Median of TB,Mean of TB,Std of TB,Median of Sw,Mean of Sw,Std of Sw,Median of Crs_x,Mean of Crs_x,Std of Crs_x,Median of TI,Mean of TI,Std of TI,Median of CK,Mean of CK,Std of CK,Median of In,Mean of In,Std of In,Median of Out,Mean of Out,Std of Out,Median of Str,Mean of Str,Std of Str,Median of Cmp_y,Mean of Cmp_y,Std of Cmp_y,Median of Off_x,Mean of Off_x,Std of Off_x,Median of Blocks_x,Mean of Blocks_x,Std of Blocks_x,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of PassLive,Mean of PassLive,Std of PassLive,Median of PassDead,Mean of PassDead,Std of PassDead,Median of TO,Mean of TO,Std of TO,Median of Sh_y,Mean of Sh_y,Std of Sh_y,Median of Fld_x,Mean of Fld_x,Std of Fld_x,Median of Def,Mean of Def,Std of Def,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of PassLive.1,Mean of PassLive.1,Std of PassLive.1,Median of PassDead.1,Mean of PassDead.1,Std of PassDead.1,Median of TO.1,Mean of TO.1,Std of TO.1,Median of Sh_y.1,Mean of Sh_y.1,Std of Sh_y.1,Median of Fld_x.1,Mean of Fld_x.1,Std of Fld_x.1,Median of Def.1,Mean of Def.1,Std of Def.1,Median of Tkl,Mean of Tkl,Std of Tkl,Median of TklW,Mean of TklW,Std of TklW,Median of Def 3rd_x,Mean of Def 3rd_x,Std of Def 3rd_x,Median of Mid 3rd_x,Mean of Mid 3rd_x,Std of Mid 3rd_x,Median of Att 3rd_x,Mean of Att 3rd_x,Std of Att 3rd_x,Median of Tkl.1,Mean of Tkl.1,Std of Tkl.1,Median of Att_y,Mean of Att_y,Std of Att_y,Median of Tkl%,Mean of Tkl%,Std of Tkl%,Median of Lost_x,Mean of Lost_x,Std of Lost_x,Median of Blocks_y,Mean of Blocks_y,Std of Blocks_y,Median of Sh,Mean of Sh,Std of Sh,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Tkl+Int,Mean of Tkl+Int,Std of Tkl+Int,Median of Clr,Mean of Clr,Std of Clr,Median of Err,Mean of Err,Std of Err,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd_y,Mean of Def 3rd_y,Std of Def 3rd_y,Median of Mid 3rd_y,Mean of Mid 3rd_y,Std of Mid 3rd_y,Median of Att 3rd_y,Mean of Att 3rd_y,Std of Att 3rd_y,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Live_y,Mean of Live_y,Std of Live_y,Median of Att,Mean of Att,Std of Att,Median of Succ,Mean of Succ,Std of Succ,Median of Succ%,Mean of Succ%,Std of Succ%,Median of Tkld,Mean of Tkld,Std of Tkld,Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of TotDist_y,Mean of TotDist_y,Std of TotDist_y,Median of PrgDist_y,Mean of PrgDist_y,Std of PrgDist_y,Median of PrgC_y,Mean of PrgC_y,Std of PrgC_y,Median of 1/3_y,Mean of 1/3_y,Std of 1/3_y,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR_y,Mean of PrgR_y,Std of PrgR_y,Median of Starts_y,Mean of Starts_y,Std of Starts_y,Median of Mn/Start,Mean of Mn/Start,Std of Mn/Start,Median of Compl,Mean of Compl,Std of Compl,Median of Subs,Mean of Subs,Std of Subs,Median of Mn/Sub,Mean of Mn/Sub,Std of Mn/Sub,Median of unSub,Mean of unSub,Std of unSub,Median of PPM,Mean of PPM,Std of PPM,Median of onG,Mean of onG,Std of onG,Median of onGA,Mean of onGA,Std of onGA,Median of onxG,Mean of onxG,Std of onxG,Median of onxGA,Mean of onxGA,Std of onxGA,Median of xG+/-,Mean of xG+/-,Std of xG+/-,Median of xG+/-90,Mean of xG+/-90,Std of xG+/-90,Median of Fls,Mean of Fls,Std of Fls,Median of Fld_y,Mean of Fld_y,Std of Fld_y,Median of Off_y,Mean of Off_y,Std of Off_y,Median of Crs_y,Mean of Crs_y,Std of Crs_y,Median of OG,Mean of OG,Std of OG,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost_y,Mean of Lost_y,Std of Lost_y,Median of Won%,Mean of Won%,Std of Won%
All,25.0,25.483870967741936,4.1384794376732525,1997.0,1997.1270161290322,4.145095186944474,23.0,22.548387096774192,10.204657157215916,15.5,16.842741935483872,11.204772961245853,1396.5,1509.7237903225807,952.8405625788101,15.5,16.77399193548387,10.586352420338725,1.0,2.409274193548387,3.8090581403524424,1.0,1.7278225806451613,2.468490745860348,1.0,2.215725806451613,3.3466151567657576,2.0,3.3004032258064515,2.8456026396064207,0.0,0.11693548387096774,0.3399873495432769,1.1,2.4215725806451616,3.565434274025841,1.1,2.2504032258064517,3.1081060260878672,1.0,1.744758064516129,2.190432073500957,17.0,28.6875,32.275348271716695,43.5,58.983870967741936,57.58050790713749,30.0,58.32661290322581,71.10775844114762,0.07,0.13749999999999998,0.19224721038025466,0.05,0.10110887096774195,0.14352622764553194,0.07,0.12919354838709676,0.1806647513001167,0.15,0.23014112903225808,0.25467781238884385,0.08,0.14836693548387098,0.17727213125782287,0.07,0.10475806451612905,0.10715014451780142,0.17,0.25324596774193553,0.23972574393865245,0.08,0.14070564516129033,0.16506290826602896,27.5,32.76315789473684,22.509378478490003,1.645,1.7713157894736842,0.7189375458821786,79.0,96.02631578947368,66.28215154237806,54.0,64.34210526315789,45.44986921504061,67.6,66.25263157894737,9.211765005103315,5.5,7.842105263157895,6.663844827163377,4.0,4.315789473684211,3.085320633895326,6.0,7.842105263157895,6.5369069294916855,3.0,4.131578947368421,3.884627030909729,19.5,19.61578947368421,14.739825190862458,2.0,2.8157894736842106,2.6391569411246087,2.0,2.526315789473684,2.565223156672288,0.0,0.21052631578947367,0.47407917783459974,0.0,0.07894736842105263,0.2732763127330939,0.0,7.418421052631579,19.537474113529672,1.0,2.409274193548387,3.8090581403524424,12.0,20.858870967741936,23.080365566478946,4.0,7.13508064516129,9.07832912993702,28.700000000000003,27.97661290322581,20.14324804587711,1.0350000000000001,1.2989516129032257,1.1006059440683595,0.28500000000000003,0.44443548387096776,0.47113454711560476,0.06,0.08340725806451614,0.10853051271250089,0.20500000000000002,0.2343548387096774,0.2582356356742716,15.649999999999999,14.727217741935485,6.832374294930572,0.0,0.5705645161290323,1.8076885413411037,0.0,0.1935483870967742,0.8401771756854907,0.0,0.2157258064516129,0.9254181022975261,1.1,2.4215725806451616,3.565434274025841,1.1,2.2504032258064517,3.1081060260878672,0.08,0.0904435483870968,0.07352182963610249,-0.1,-0.0122983870967742,1.380290541687561,-0.1,-0.0346774193548387,1.3576298035953307,490.0,631.195564516129,550.1974485439996,622.0,781.8649193548387,634.78982754192,78.6,78.17540322580645,8.32585602955992,7563.0,10726.239919354839,9779.801748465667,2313.0,3794.4435483870966,4156.496549802964,242.0,303.4133064516129,263.8964071016627,275.0,339.47983870967744,283.53034077176954,88.6,88.0195564516129,6.873271360626378,174.0,257.56854838709677,254.58215188677838,210.5,297.11290322580646,275.07959427537656,84.5,82.82641129032257,10.29840666425723,31.0,53.83467741935484,63.695780167989646,59.5,103.64314516129032,132.2111705170252,53.0,53.72338709677419,16.19305180273987,1.0,1.7278225806451613,2.468490745860348,1.0,1.744758064516129,2.190432073500957,0.9,1.5437500000000002,1.8866466563881552,-0.1,-0.016935483870967737,1.1286693174497535,9.0,15.860887096774194,18.464128542875592,29.0,47.01814516129032,50.317754697171694,8.0,13.641129032258064,16.15368869703421,1.0,2.846774193548387,4.374479441171449,43.5,58.983870967741936,57.58050790713749,563.0,709.6391129032259,584.8593207370033,37.5,69.31048387096774,87.1251762368998,8.0,18.798387096774192,27.392686434896458,1.0,2.6693548387096775,4.532213362890633,2.0,4.048387096774194,5.9300363174790975,10.0,26.451612903225808,42.24351814984301,5.0,27.058467741935484,54.64724903544909,0.0,8.276209677419354,23.00211493456672,0.0,4.040322580645161,11.731610888413648,0.0,2.4213709677419355,8.795882125123928,0.0,0.19959677419354838,0.9268605850672414,490.0,631.195564516129,550.1974485439996,2.0,2.9153225806451615,3.114788300728923,11.5,14.64516129032258,13.271489026632766,25.0,37.11088709677419,37.64697530902768,2.085,2.2280645161290322,1.4719968859317931,19.0,27.181451612903224,26.96326229980636,0.0,3.090725806451613,7.62808703380953,1.0,2.155241935483871,3.4156639684531878,1.0,2.413306451612903,2.94607157621133,1.0,1.5483870967741935,2.25846945119357,0.0,0.7217741935483871,1.1242100155262138,3.0,4.157258064516129,4.957951244960924,0.185,0.24685483870967742,0.2672595437661962,2.0,2.9254032258064515,3.5368878402709125,0.0,0.2600806451612903,0.7982931245320473,0.0,0.3004032258064516,0.7361377771718228,0.0,0.3286290322580645,0.7211571337786722,0.0,0.2620967741935484,0.6355263774812354,0.0,0.08064516129032258,0.29396005208014886,21.0,26.951612903225808,23.843379476660502,13.0,15.828629032258064,14.238689182358112,9.0,13.070564516129032,13.148301748613656,7.0,10.064516129032258,9.57943245866071,2.0,3.816532258064516,4.011172385982485,9.0,12.522177419354838,12.103739805096145,20.5,25.54032258064516,22.797624967047682,47.25,45.46209677419354,21.950225944827988,10.0,13.018145161290322,12.198429828875385,16.0,18.66733870967742,15.343613871594902,3.0,5.94758064516129,7.937207749717157,11.0,12.71975806451613,10.82253973917377,9.0,12.675403225806452,12.699378806040189,30.0,39.627016129032256,34.878837842742776,18.0,31.338709677419356,36.067700001278276,0.0,0.6612903225806451,1.0946119410097388,798.5,954.4556451612904,716.9532774658876,36.0,106.45766129032258,200.51094889819544,175.0,313.40120967741933,347.74642206518786,311.5,407.758064516129,369.35695408478745,170.0,242.17540322580646,239.37998929017513,23.0,40.016129032258064,47.33337326007155,798.0,954.2399193548387,716.8393991268892,17.0,28.54032258064516,32.840391290265586,8.0,13.014112903225806,15.43189018775811,44.4,43.610282258064515,22.318710615905506,7.0,12.48991935483871,14.874420426483388,41.8,38.75665322580645,21.376805992314193,454.0,546.2318548387096,435.93200363279146,2319.5,2886.7419354838707,2283.4650707264523,1147.0,1484.3528225806451,1259.2201091729564,17.0,28.6875,32.275348271716695,14.0,20.223790322580644,19.979290251101634,3.0,9.147177419354838,15.971834809077471,15.0,21.637096774193548,20.954046759388895,9.0,14.4375,16.04363132400536,506.0,624.8225806451613,508.6424482639579,30.0,58.32661290322581,71.10775844114762,15.5,16.842741935483872,11.204772961245853,82.0,78.60282258064517,13.954815688708774,8.0,10.703629032258064,10.233578465896496,4.0,5.705645161290323,5.195768323531652,18.0,17.618951612903224,11.898304934435219,2.0,4.913306451612903,6.419237529444836,1.29,1.326391129032258,0.5990012565052634,24.0,27.512096774193548,20.423591400526654,25.5,27.405241935483872,18.31131164288247,23.2,25.99133064516129,18.276709953124904,24.7,25.898790322580645,17.084877788230585,-0.8,0.09092741935483872,12.991869187947575,-0.07500000000000001,-0.07316532258064516,0.7757182796485499,14.0,16.820564516129032,13.681738196761335,12.0,16.286290322580644,15.700823292715508,1.0,2.903225806451613,4.639173306429742,10.0,26.451612903225808,42.24351814984301,0.0,0.09879032258064516,0.3307758684343246,62.0,73.75,55.94652930624152,12.0,20.37701612903226,23.799180784809007,15.5,20.338709677419356,20.957441087059333,46.7,47.542338709677416,22.196290111669736
Arsenal,24.0,24.761904761904763,2.547641299413281,1998.0,1997.7619047619048,2.7185430271518953,27.0,26.80952380952381,10.191266102006402,18.0,19.857142857142858,13.093073414159543,1649.0,1781.5714285714287,1102.7458715147643,18.3,19.785714285714285,12.245786447357546,2.0,4.095238095238095,4.742412486327628,2.0,2.9523809523809526,3.1380916251153423,2.0,3.619047619047619,3.9809068122249536,2.0,2.9523809523809526,2.765432886117298,0.0,0.09523809523809523,0.3007926037591192,1.6,3.7142857142857144,4.28780663210058,1.6,3.342857142857143,3.6045209707492933,1.4,2.6619047619047618,3.0691165162756837,17.0,38.95238095238095,42.665531978959535,72.0,99.61904761904762,94.09648037545092,37.0,98.85714285714286,130.50259986463325,0.12,0.18285714285714286,0.18884233786793833,0.17,0.16238095238095238,0.1514894307172867,0.12,0.15571428571428572,0.1764531503989495,0.25,0.3185714285714286,0.24063012517732926,0.12,0.19809523809523805,0.1816210078052384,0.13,0.13904761904761903,0.1250961534942127,0.24,0.3371428571428572,0.26793922551845334,0.12,0.17571428571428568,0.16512333053119505,14.5,14.5,13.435028842544403,0.79,0.79,0.056568542494923775,41.5,41.5,38.890872965260115,27.0,27.0,25.45584412271571,66.19999999999999,66.19999999999999,2.6870057685088784,14.0,14.0,12.727922061357855,2.5,2.5,2.1213203435596424,2.5,2.5,3.5355339059327378,9.0,9.0,9.899494936611665,41.65,41.65,11.808683245815345,1.5,1.5,2.1213203435596424,1.0,1.0,1.4142135623730951,0.5,0.5,0.7071067811865476,0.0,0.0,0.0,16.65,16.65,23.546655813512032,2.0,4.095238095238095,4.742412486327628,17.0,30.714285714285715,29.866608205725097,5.0,9.904761904761905,10.143494279116846,30.4,26.042857142857148,13.041340860071537,1.34,1.6319047619047617,1.2234198749718719,0.3,0.5038095238095238,0.436800597418046,0.1,0.09380952380952381,0.0866300288858425,0.32,0.2914285714285714,0.24470974059660386,15.6,14.704761904761902,6.480623132884383,0.0,0.2857142857142857,0.9561828874675148,0.0,0.47619047619047616,1.3645163106041502,0.0,0.47619047619047616,1.3645163106041502,1.6,3.7142857142857144,4.28780663210058,1.6,3.342857142857143,3.6045209707492933,0.09,0.09000000000000001,0.05079370039680118,0.2,0.38095238095238093,1.5422772278741093,0.0,0.2761904761904762,1.5639388613065286,699.0,900.6666666666666,735.473679565308,785.0,1064.6190476190477,820.1657439926687,83.7,82.6952380952381,6.260149853675724,9583.0,14610.142857142857,12197.281058849609,2564.0,4839.476190476191,4680.440434607064,306.0,457.95238095238096,352.2054054370086,342.0,501.6190476190476,378.5567957639218,90.9,91.06190476190477,4.507158327646834,229.0,368.4761904761905,350.73830971931466,267.0,413.76190476190476,375.52601837448026,85.9,87.29999999999998,6.8121949472985595,37.0,55.80952380952381,50.004618834282745,60.0,102.47619047619048,102.65067902728119,54.3,55.604761904761894,13.161173055259024,2.0,2.9523809523809526,3.1380916251153423,1.4,2.6619047619047618,3.0691165162756837,0.9,2.7428571428571424,3.225921795172882,0.4,0.29047619047619044,1.2848753876951502,9.0,24.38095238095238,28.935231449698463,43.0,72.76190476190476,70.97246280206483,14.0,26.0,30.35786553761644,2.0,3.238095238095238,3.9357942261348207,72.0,99.61904761904762,94.09648037545092,759.0,988.3809523809524,777.2768153103807,49.0,72.0952380952381,66.18074097643873,7.0,20.904761904761905,22.549733395108603,3.0,4.9523809523809526,8.315504737995107,2.0,3.0476190476190474,3.980906812224954,12.0,31.666666666666668,45.585450895360616,6.0,26.095238095238095,51.2112338866237,0.0,12.619047619047619,27.922170743830414,0.0,10.333333333333334,23.29449148046236,0.0,0.047619047619047616,0.21821789023599242,0.0,0.0,0.0,699.0,900.6666666666666,735.473679565308,3.0,4.142857142857143,4.016039271293475,11.0,15.047619047619047,13.6179153708495,28.0,56.333333333333336,59.48473193461775,2.86,2.756190476190476,1.6675145462348333,25.0,44.0,46.29362807125836,1.0,3.9047619047619047,7.006459604570355,1.0,2.761904761904762,3.9230697407102246,1.0,3.142857142857143,3.2906794782493525,1.0,1.5714285714285714,2.038907270363922,0.0,0.9523809523809523,1.4309504001254016,5.0,7.238095238095238,6.985017980683815,0.38,0.40904761904761905,0.347417684666523,3.0,4.9523809523809526,5.324248214313364,0.0,0.7619047619047619,1.1791845447071423,0.0,0.38095238095238093,0.6690433824641326,0.0,0.5238095238095238,0.7496030695673289,0.0,0.6190476190476191,1.0235326314383182,0.0,0.0,0.0,24.0,28.952380952380953,22.45545855794575,15.0,16.476190476190474,13.11723693320757,9.0,12.19047619047619,9.983080925340872,9.0,11.666666666666666,10.532489417670133,4.0,5.095238095238095,4.979003533888703,11.0,12.904761904761905,10.241605156931028,22.0,25.80952380952381,20.456341431495144,50.0,53.54761904761905,24.912198197823074,7.0,12.904761904761905,12.18976932474426,18.0,19.523809523809526,15.065254885394564,1.0,5.0476190476190474,8.668772637900883,15.0,14.476190476190476,11.156249583166593,12.0,13.857142857142858,12.084228209884627,36.0,42.80952380952381,33.2905678047387,9.0,24.476190476190474,28.945844343565184,0.0,0.8571428571428571,1.2761549390929883,912.0,1251.4285714285713,909.0056969804189,25.0,93.95238095238095,173.762330840282,182.0,318.2857142857143,372.35415169662645,389.0,536.6666666666666,488.0376351607869,239.0,405.42857142857144,369.7405267790605,31.0,70.28571428571429,78.20431117089574,912.0,1250.952380952381,908.7142827198478,14.0,31.857142857142858,36.87720937691152,8.0,13.428571428571429,15.078366717159481,40.2,38.93333333333334,18.807746630931984,6.0,14.476190476190476,17.543144095683214,43.5,41.74285714285715,20.199271556879754,591.0,769.3333333333334,566.7703532590015,3077.0,3833.904761904762,2933.0779721098775,1532.0,1961.5238095238096,1541.1983849929125,17.0,38.95238095238095,42.665531978959535,21.0,27.142857142857142,24.154266112398684,6.0,15.571428571428571,23.06636388460788,13.0,24.952380952380953,21.17894282176566,9.0,17.80952380952381,18.473275420506912,650.0,892.6666666666666,667.2956116544851,37.0,98.85714285714286,130.50259986463325,18.0,19.857142857142858,13.093073414159543,80.0,80.95238095238095,7.186627793869601,7.0,12.523809523809524,12.49647569364678,7.0,6.9523809523809526,5.835033765765118,14.0,12.666666666666666,8.748333174572933,3.0,6.666666666666667,8.445906306213285,2.34,2.366190476190476,0.14735929527777306,39.0,47.42857142857143,29.35910664269509,11.0,15.19047619047619,9.677908077777179,37.3,39.70952380952381,24.560372651120435,12.2,14.538095238095236,8.971425538367699,23.7,25.17142857142857,15.831555288636139,1.27,1.2957142857142858,0.2759270089819304,15.0,18.38095238095238,13.709398930938551,13.0,18.666666666666668,16.96565157408737,1.0,4.095238095238095,5.2906026301808184,12.0,31.666666666666668,45.585450895360616,0.0,0.047619047619047616,0.21821789023599242,59.0,83.0,60.381288492379824,15.0,23.80952380952381,28.002891007213965,16.0,23.61904761904762,24.830376941311606,47.6,46.50476190476191,23.169947695031084
